MeB_initial,ReB_initial,nB_initial,MeB_guess,ReB_guess,nB_guess,MeD_guess,ReD_guess,MeB_final,ReB_final,nB_final,MeD_final,ReD_final,MeB_stderr,ReB_stderr,nB_stderr,MeD_stderr,ReD_stderr,redchi
18.0,0.10000000000000001,2.2999999999999998,16.2,0.090000000000000011,2.0699999999999998,23.1,9.9,11.797433510250821,0.010000535512526998,7.4554709561051791,21.000851242001588,9.0251851716186646,15.741794831610209,0.054347173503027632,9.0981667681797127,0.00077131811127672547,0.0068255462553025847,170.87395622537855
18.0,0.10000000000000001,2.3999999999999995,16.2,0.090000000000000011,2.1599999999999997,23.1,9.9,11.804589793818256,0.010001847937711972,7.6526016646991248,21.000897028559397,9.0254690500946158,83.489278629379712,0.24673019404193047,55.452369991130595,0.0012502610548367175,0.0087418006127309763,170.60373247398616
18.0,0.10000000000000001,2.4999999999999996,16.2,0.090000000000000011,2.2499999999999996,23.1,9.9,11.820730612558091,0.010001051921916471,7.8704427831176762,21.000944755270837,9.0257611555693771,38.235336833205757,0.10994270132667219,25.589446107247483,0.00088296636298013684,0.0071106124233864323,170.34855830285784
18.0,0.10000000000000001,2.5999999999999996,16.2,0.090000000000000011,2.3399999999999999,23.1,9.9,11.843439443567924,0.010001115987160691,8.1044066645743893,21.000993813519045,9.0260573173936969,63.562534784264152,0.1903083596200621,45.353937388729157,0.0010889913460036195,0.0078769885889108538,170.10946956227713
18.0,0.10000000000000001,2.6999999999999993,16.2,0.090000000000000011,2.4299999999999993,23.1,9.9,11.870737748442409,0.010003026720591057,8.3514374513426421,21.001043746214393,9.0263544621640222,68.149696357300954,0.22617155246211287,50.01903651058926,0.0012235769251930022,0.0085635134366799717,169.88648804665718
18.0,0.10000000000000001,2.7999999999999994,16.2,0.090000000000000011,2.5199999999999996,23.1,9.9,11.899700252314002,0.010002013400951748,8.6104724644270334,21.001094209051502,9.0266503124648505,43.240417407491968,0.15518714713234316,31.868698831606146,0.00087943914389275945,0.0071792954031440264,169.67893188457364
18.0,0.10000000000000001,2.8999999999999995,16.2,0.090000000000000011,2.6099999999999994,23.1,9.9,11.929988171129326,0.010000692254831245,8.8794444772490149,21.0011448891686,9.0269428929391893,47.194236759507014,0.13582480676644496,37.135141580690238,0.001125774855750418,0.007918264148968129,169.48599118357828
18.0,0.10000000000000001,2.9999999999999996,16.2,0.090000000000000011,2.6999999999999997,23.1,9.9,11.961444250095763,0.010001366447765836,9.1567448801827087,21.001195543131978,9.0272307439998691,36.636987210867467,0.13380361970516844,28.999007264243755,0.00088402623800932199,0.007086655698747152,169.30661748243639
18.0,0.10000000000000001,3.0999999999999996,16.2,0.090000000000000011,2.7899999999999996,23.1,9.9,11.992988257898945,0.010001946820551222,9.4419164437404124,21.001245981308077,9.0275127685599266,75.843770138174065,0.25114606533588735,64.575135240790843,0.0016307149117838176,0.009714314560489528,169.13970825503424
18.0,0.10000000000000001,3.1999999999999993,16.2,0.090000000000000011,2.8799999999999994,23.1,9.9,12.02434149841044,0.010002931914996349,9.7342219658842524,21.001296041824617,9.0277881102088848,55.296904802699437,0.18945089349317804,48.727091427252091,0.0014179355362953711,0.0092989743333528867,168.98418548178893
