BD_ratio,Re_ratio,Me_ratio,delta_ReB,BT_ratio,redchi2_cut,delta_nB,delta_ReD,delta_MeD,delta_MeB
0.00025056625965384798,0.011111111111111112,0.8571428571428571,0.089996143707498449,0.00025050349193084465,180.42357462484824,-9.8318400689466898,-0.030793272532429583,-0.0019143489147950277,5.6264443301353335
0.00025319318209627488,0.011111111111111112,0.8571428571428571,0.08999774076412273,0.00025312909153610774,180.52400301684673,-10.107041563058683,-0.030949234888550947,-0.0019515156244764853,5.6081824957256732
0.00025579318989817594,0.011111111111111112,0.8571428571428571,0.089996946817575557,0.00025572777647448597,180.60089013835241,-10.386499627704541,-0.031098350115849271,-0.0019877308714839614,5.5899964237762187
0.00025836709188635038,0.011111111111111112,0.8571428571428571,0.089998529444590775,0.00025830035557464735,180.67401261447947,-10.672058457593105,-0.031241043401879054,-0.0020230518993784585,5.5730569732790602
0.00026091565726427493,0.011111111111111112,0.8571428571428571,0.089996900864062784,0.00026084759804178605,180.75830099641803,-10.96161599891764,-0.031377336162654146,-0.0020574427096171632,5.5559596450855437
0.00026343961827109526,0.011111111111111112,0.8571428571428571,0.089996978178250059,0.00026337023611662871,180.83140837028785,-11.257105375657016,-0.031507668818953505,-0.002090966233417646,5.5398776259972813
0.00026593967261606487,0.011111111111111112,0.8571428571428571,0.089996319116518647,0.00026586896750988655,180.9096974990706,-11.557643508369843,-0.031632204629840288,-0.0021236214369224626,5.5241903578988616
0.00026841648571112057,0.011111111111111112,0.8571428571428571,0.089998429987399403,0.00026834445763484219,180.98096709958827,-11.864778081249712,-0.031751351822338236,-0.0021554669100787294,5.5097209459411935
0.00027087069272164132,0.011111111111111112,0.8571428571428571,0.089994783032306153,0.0002707973416581192,181.05677117047961,-12.174902749602015,-0.031864982785677398,-0.0021864358143623974,5.494368027283997
0.00027330290045311627,0.011111111111111112,0.8571428571428571,0.089997278739404246,0.00027322822638635924,181.1387336202161,-12.493273105941682,-0.031973776743233984,-0.002216662142402015,5.4810140522839852
0.0002757136890894626,0.011111111111111112,0.8571428571428571,0.089997098642028789,0.00027563769200454792,181.21969188734593,-12.816104516240767,-0.032077647883362204,-0.0022460874967293876,5.4674793387036509
0.00027810361379697091,0.011111111111111112,0.8571428571428571,0.089999903416244559,0.00027802629367996794,181.26592573269889,-13.145958059619499,-0.032176921461156027,-0.0022747678611949596,5.4550985019979876
0.00028047320620633499,0.011111111111111112,0.8571428571428571,0.089999840059007991,0.00028039456304423515,181.32987550305833,-13.480410934282924,-0.032271824099790791,-0.0023027116406595383,5.44245904735536
0.00028282297578388345,0.011111111111111112,0.8571428571428571,0.089997926117925259,0.0002827430095645363,181.39763106522409,-13.81970873862344,-0.032362251271955245,-0.0023298878926993893,5.4297944103164131
0.00037460288093290651,0.022222222222222223,0.8571428571428571,-1779.9585060120514,0.00037446260616183665,5799.4261106936183,-3002.7225894042695,0.05950681298364735,0.0096012488935528495,-138322.64809231387
0.00040092185158586676,0.022222222222222223,0.8571428571428571,0.17354823141281145,0.00040076117767247062,169.95717458410698,-1.8235576067750983,-0.020497918309194674,-0.0001682400259142014,7.9972178215485989
0.00042586128247221915,0.022222222222222223,0.8571428571428571,0.1694696653974595,0.00042568000184071254,169.73225714052819,-1.5588458432221632,-0.020495234650894645,-0.00016815778160861328,7.9982707980075336
0.0004495675888289338,0.022222222222222223,0.8571428571428571,0.17047543738469356,0.00044936556863374037,170.16784809223202,-1.6137283383475856,-0.020837218323039863,-0.00021478495590088187,7.999416176704484
0.00047218166754545599,0.022222222222222223,0.8571428571428571,-7.3528643201897426,0.00047195881724411691,124289.64753615019,-20.641252949977858,0.34845595217350933,0.045549575979514145,-111.46041052417684
0.00049382716049382728,0.022222222222222223,0.8571428571428571,-1.0978536226459168,0.00049358341559723601,163893.28026423379,-5.2554210506863823,0.40892773727594189,0.053270067905600627,-67.294541958441599
0.0005146097674184045,0.022222222222222223,0.8571428571428571,0.17830096314837635,0.00051434508041619869,174.72123650030954,-2.3585060911860261,-0.023985019204628699,-0.0006571797278738245,7.9990203365924906
0.0005346192974325743,0.022222222222222223,0.8571428571428571,0.18026088999218054,0.00053433363236144663,177.96287753382376,-2.6644156174192468,-0.025595115316777495,-0.00089125230320874493,7.9995552424206444
0.00055393217315826055,0.022222222222222223,0.8571428571428571,0.15075359091530577,0.00055362550218072178,179.07355977964406,-1.7602654708898653,-0.02617316835083372,-0.00097674167676586876,4.6479054046488351
0.0005726137302934773,0.022222222222222223,0.8571428571428571,0.11583516990843062,0.0005722860314542115,179.04926544287568,-1.1878148880708665,-0.02636785904523542,-0.00100721567731199,2.7685277884249473
0.00059072015843202985,0.022222222222222223,0.8571428571428571,0.092038237437528647,0.00059037141413673729,179.08782161282662,-0.9210784136320378,-0.026628701233809338,-0.0010485452641511017,1.9122259074970778
0.0006083000881011441,0.022222222222222223,0.8571428571428571,0.075641208965291418,0.00060793028405579355,179.14905954126954,-0.77024971226675731,-0.026917419041337709,-0.00109491176429799,1.4349003207178299
0.00062539587377484734,0.022222222222222223,0.8571428571428571,0.063956005439279207,0.00062500499822786698,179.22030301419724,-0.67586411942921698,-0.027217850272991839,-0.0011438603461400021,1.1368225421866605
0.00064204462874692544,0.022222222222222223,0.8571428571428571,0.055364691297096702,0.00064163267193628022,179.29855108894552,-0.61341831286780124,-0.027523056578196758,-0.0011943293995670956,0.93662586937639958
0.00065827906170324571,0.022222222222222223,0.8571428571428571,0.048890477780734909,0.00065784601544545309,179.3839093193732,-0.57106014785643988,-0.02783038988025055,-0.0012459104693149925,0.79533340376380579
0.00067412815602910898,0.022222222222222223,0.8571428571428571,0.043921291352987224,0.00067367401340868505,179.47694400590427,-0.54238769633482553,-0.028139079193019612,-0.0012984875912103178,0.69206434146857987
0.00068961772451703719,0.022222222222222223,0.8571428571428571,0.040056350284581488,0.00068914247964835403,179.57771901972637,-0.52363641359267366,-0.028448974548195949,-0.001352046787289396,0.61465256472189722
0.00070477086510550456,0.022222222222222223,0.8571428571428571,0.037025181029415599,0.00070427451294774262,179.68591725195228,-0.51247379620265443,-0.028760198738810416,-0.0014066224856748022,0.55558371983388
0.00071960833765944809,0.022222222222222223,0.8571428571428571,0.034635869089930493,0.00071909087387107557,179.8005349230653,-0.50734280584448932,-0.029072582652203138,-0.0014622069542440386,0.50992526029789786
0.00073414887741624709,0.022222222222222223,0.8571428571428571,0.032750831138471048,0.00073361029823933372,179.92042900688105,-0.50719011301232353,-0.029385876962047419,-0.0015187813555996854,0.47434782782431739
0.00074840945732968585,0.022222222222222223,0.8571428571428571,0.031267849183107821,0.00074784975949701658,180.04432854694423,-0.51126545147198099,-0.029699617902522846,-0.0015762918502097989,0.44650991142334817
0.00076240550893105601,0.022222222222222223,0.8571428571428571,0.030108543925981224,0.00076182468959087228,180.17084013258381,-0.51900601939470548,-0.03001307404185205,-0.0016346382058003428,0.4247055224694023
0.00077615110931104014,0.022222222222222223,0.8571428571428571,0.029212930639289481,0.00077554916596555071,180.29871932634885,-0.52999451180661517,-0.030325456242115578,-0.0016937060654278469,0.40768086207528142
0.0007896591402668827,0.022222222222222223,0.8571428571428571,0.028534170395777381,0.00078903607072163711,180.42684281176716,-0.5439122254506219,-0.030635923513335328,-0.0017533668698845872,0.39449250790322665
0.00080294142444807266,0.022222222222222223,0.8571428571428571,0.028034768704693402,0.0008022972267699792,180.55421340536111,-0.56050448701181832,-0.030943576658250649,-0.0018134756875056723,0.38441173986154809
0.00081600884238797243,0.022222222222222223,0.8571428571428571,0.027685637152675302,0.00081534351487025456,180.68005602741223,-0.57958482605076034,-0.031247643114253876,-0.0018739026550349536,0.37688636781809493
0.00082887143356630527,0.022222222222222223,0.8571428571428571,0.027462155777505493,0.00082818497469906835,180.80363921553936,-0.60098629001448334,-0.031547257485964764,-0.0019344948647912474,0.37146525796963203
0.00084153848406119051,0.022222222222222223,0.8571428571428571,0.027345103873705645,0.00084083089250655877,180.92444432018533,-0.62458806786841237,-0.031841723047474346,-0.0019951220728877672,0.36780211651261041
0.0008540186028839627,0.022222222222222223,0.8571428571428571,0.027319179007242733,0.00085328987745496364,181.0421412706126,-0.65030184519268319,-0.032130475196863628,-0.0020556713013561989,0.36562580159278468
0.00086631978871835966,0.022222222222222223,0.8571428571428571,0.027371315267221974,0.00086556992836090113,181.15641977967672,-0.67804928741137527,-0.032412955750025674,-0.0021160253977186017,0.364710445187022
0.0008784494884872706,0.022222222222222223,0.8571428571428571,0.027491430522095961,0.00087767849226468432,181.26715211169835,-0.70778291457804965,-0.032688788206732156,-0.0021760950000953017,0.36488303390082422
0.00089041464892937179,0.022222222222222223,0.8571428571428571,0.027670764397509651,0.00088962251600909978,181.37427850465863,-0.73946011405135748,-0.032957618463798966,-0.002235790560796147,0.36599646584001988
0.00090222176217251079,0.022222222222222223,0.8571428571428571,0.027903126871479611,0.00090140849181458854,181.47781643476031,-0.77307301692147856,-0.033219295162995266,-0.0022950573073856617,0.36794604940202902
0.00091387690613131071,0.022222222222222223,0.8571428571428571,0.028186112980205069,0.00091304249767836605,181.57871762069379,-0.80868522320551284,-0.033474130552786363,-0.0023539244328105724,0.37068559970852988
0.00092538578042581211,0.022222222222222223,0.8571428571428571,0.028510061067008208,0.00092453023329434772,181.67556749347509,-0.8461872709323357,-0.033721296982841764,-0.0024122081137818441,0.37406639682865261
0.00093675373841041552,0.022222222222222223,0.8571428571428571,0.028874174966028898,0.00093587705208318412,181.76926901894018,-0.88565707873090016,-0.033961189078652865,-0.0024699499410729686,0.37807058973420737
0.00094798581581338043,0.022222222222222223,0.8571428571428571,0.029276906535234126,0.00094708798983269183,181.86012827104616,-0.92715359736738456,-0.034194024380902022,-0.0025271608370545096,0.382670906534198
0.00095908675641326574,0.022222222222222223,0.8571428571428571,0.02971625570755082,0.00095816779037509524,181.94835174362296,-0.97072218879026906,-0.034419922758312183,-0.0025838333133236802,0.38783487427484076
0.0009700610351169787,0.022222222222222223,0.8571428571428571,0.030192074749456232,0.00096912092866576372,182.03428268700469,-1.0164527008892845,-0.034639212298072763,-0.002640002388574203,0.39355786258004599
0.00098091287875249657,0.022222222222222223,0.8571428571428571,0.030703218924431008,0.00097995163157652866,182.11817171070334,-1.0644107676677077,-0.034852076080984062,-0.0026956750526210271,0.39982181659648575
0.00099164628484585751,0.022222222222222223,0.8571428571428571,0.031250183913842211,0.00099066389667319069,182.20036239587091,-1.1147060217149356,-0.035058872891292836,-0.0027508960692017581,0.40663321349461867
0.0010022650386153919,0.022222222222222223,0.8571428571428571,0.031833314086594122,0.0010012615092101992,182.28110545641536,-1.1674476740992947,-0.035259901555795281,-0.0028057009127451238,0.41399718692375131
0.0010127727283850995,0.022222222222222223,0.8571428571428571,0.032453642246382419,0.0010117480575444219,182.36074985530331,-1.2227696951327447,-0.035455539952206294,-0.0028601432588502007,0.42192959864047452
0.0010231727595927038,0.022222222222222223,0.8571428571428571,0.033111652201230524,0.0010221269471435408,182.43956544845719,-1.280796246005746,-0.035646073253678523,-0.0029142597729716613,0.43043920692580429
0.0010334683675454015,0.022222222222222223,0.8571428571428571,0.033810556970905348,0.0010324014133421032,182.51795001380344,-1.3417401045443382,-0.035832068212108936,-0.0029681520892133051,0.43957514779437901
0.0010436626290570997,0.022222222222222223,0.8571428571428571,0.034551192891686011,0.0010425745329790228,182.59614517317038,-1.4057541227745105,-0.03601379133428928,-0.0030218596482498583,0.44935317365418825
0.001053758473084381,0.022222222222222223,0.8571428571428571,0.035335197458894518,0.0010526492350337784,182.67443444413794,-1.4730247316866985,-0.036191580706766757,-0.003075440188695211,0.45980165386815486
0.0010637586904642595,0.022222222222222223,0.8571428571428571,0.036165712625619018,0.001062628310364376,182.75318784930988,-1.5437994586856956,-0.036365915917471625,-0.0031289867361081747,0.47097205416525867
0.0010736659428444823,0.022222222222222223,0.8571428571428571,0.037045499618670263,0.0010725144206378339,182.83263070647121,-1.6183285905218279,-0.036537170836147936,-0.0031825744054359006,0.48291178681114744
0.0010834827708865653,0.022222222222222223,0.8571428571428571,0.037976844473288252,0.0010823101065333799,182.91310504846072,-1.6968644179526144,-0.036705684769094304,-0.0032362710073456924,0.4956628439648334
0.0010932116018124651,0.022222222222222223,0.8571428571428571,0.038961532243903474,0.0010920177952892691,182.99476202316399,-1.7796545949592817,-0.036871665393785946,-0.0032901196332950633,0.50926154627313025
0.0011028547563578504,0.022222222222222223,0.8571428571428571,0.040004717011216606,0.0011016398076561836,183.07803228204841,-1.8670897598058334,-0.037035683790021423,-0.0033442505851688509,0.52379586870782902
0.0011124144551878836,0.022222222222222223,0.8571428571428571,0.041108959056815719,0.0011111783643131296,183.16311778631771,-1.9594896674475351,-0.03719797276269432,-0.0033987199260572254,0.53931802523650418
0.00112189282482534,0.022222222222222223,0.8571428571428571,0.042278678018419058,0.0011206355917956605,183.25032419551235,-2.0572694997408405,-0.037358931021351793,-0.0034536269006011366,0.5559105528880508
0.0011312919031355338,0.022222222222222223,0.8571428571428571,0.043524124489337901,0.0011300135279808954,183.34122528289291,-2.1611194062074102,-0.037519580061839974,-0.0035092239842811068,0.57374736313071395
0.00084285648209903963,0.03333333333333334,0.8571428571428571,-120.01511331519066,0.0008421466733165567,2197300.8334532306,-207.49957364645189,1.4573339344770684,0.19423582335600287,-1493.9873943649709
0.0009020741660682002,0.03333333333333334,0.8571428571428571,-2.3203616734943289,0.00090126116165738853,2615637.2155927145,-8.4484960811672245,1.6219378990481363,0.21831485775173931,-86.82398331808443
0.00095818788556249312,0.03333333333333334,0.8571428571428571,0.074289205460184693,0.00095727064043162687,176.48267798096902,-0.29095382639866396,-0.023800108702147327,-0.00062374705286316612,1.0124704143587273
0.001011527074865101,0.03333333333333334,0.8571428571428571,0.037569169838113758,0.0010105049217774386,176.94706129401166,-0.16061106158367122,-0.024160078050631029,-0.00067550978901920189,0.44279164179327779
0.0010624087519772762,0.03333333333333334,0.8571428571428571,0.023993117337366199,0.0010612812375022445,177.58096535162022,-0.11616402315869334,-0.024662479237667512,-0.00074846604793776805,0.26185665324694796
0.0011111111111111115,0.03333333333333334,0.8571428571428571,0.017419491673121401,0.0011098779134295232,178.12642499322178,-0.09588634132912055,-0.025192418700243024,-0.00082666106483486601,0.18053111429573221
0.0011578719766914102,0.03333333333333334,0.8571428571428571,0.013568250667461923,0.0011565328597030373,178.51292917121478,-0.084787815288443813,-0.02569854889962464,-0.00090280234073247811,0.1352768599518015
0.0012028934192232922,0.03333333333333334,0.8571428571428571,0.011005263193129222,0.0012014482050838591,178.75793931374704,-0.077952413068794746,-0.026163535966759355,-0.00097426661623956079,0.10641424351322826
0.0012463473896060864,0.03333333333333334,0.8571428571428571,0.0091569309177763625,0.001244795941433888,178.9079013523488,-0.073472809036526643,-0.026587867914708241,-0.0010409444024546133,0.086357329948157258
0.0012883808931603237,0.03333333333333334,0.8571428571428571,0.0077586364946409248,0.0012867231036987304,179.00737900550101,-0.070528267932551847,-0.026979712361143271,-0.0011038684803850174,0.071667219274164751
0.0013291203564720672,0.03333333333333334,0.8571428571428571,0.0066718681511710454,0.0013273561404055661,179.08833812358981,-0.068738161648056906,-0.027349135387146006,-0.0011644092015643537,0.060564256052060728
0.0013686751982275741,0.03333333333333334,0.8571428571428571,0.0058153638409970121,0.0013668044868256296,179.16985320217572,-0.067913359435048504,-0.027705268341918554,-0.0012238622038367453,0.052019407143021112
0.0014071407159934064,0.03333333333333334,0.8571428571428571,0.0051364759604539678,0.0014051634532856623,179.26138211940921,-0.06795154438689921,-0.028055202316977557,-0.0012832724247573424,0.045380708220875476
0.0014446004146805823,0.03333333333333334,0.8571428571428571,0.0045982705699185722,0.0014425165546675261,179.36625830675649,-0.068790637802585541,-0.028403791431554026,-0.0013433872014658732,0.040204299892792505
0.0014811278888323029,0.03333333333333334,0.8571428571428571,0.0041732893067709664,0.0014789373934130819,179.48437961570417,-0.070387600434111519,-0.028753897858409871,-0.0014046757876506888,0.036171408630906399
0.0015167883510654953,0.03333333333333334,0.8571428571428571,0.0038403160513988954,0.001514491188473028,179.61396852770056,-0.072708871739026737,-0.029106803232270551,-0.0014673770380611018,0.033044331049765674
0.001551639880163334,0.03333333333333334,0.8571428571428571,0.0035825402498015357,0.0015492360237650744,179.75257833017122,-0.075725962917839951,-0.029462623362391582,-0.0015315518697036623,0.030641059753062194
0.0015857344464873854,0.03333333333333334,0.8571428571428571,0.0033864287114899749,0.0015832238738541138,179.8976473764634,-0.079413482218258391,-0.029820677363746384,-0.0015971321796044435,0.028819633398313727
0.0016191187597337582,0.03333333333333334,0.8571428571428571,0.0032409472640604342,0.0016165014519078373,180.04676606172123,-0.083747942746650317,-0.030179773332671189,-0.0016639599749908029,0.027467615812845736
0.0016518349741865559,0.03333333333333334,0.8571428571428571,0.0031370988862464699,0.00164911091510068,180.19780320310994,-0.088708107851812379,-0.030538462646088504,-0.0017318246703901252,0.026495591505238281
0.0016839212789917931,0.03333333333333334,0.8571428571428571,0.0030675057180513665,0.001681090455002704,180.3489446381154,-0.09427463494914301,-0.030895199008460494,-0.0018004868983183542,0.025831860603432233
0.0017154123950948758,0.03333333333333334,0.8571428571428571,0.0030260673604687316,0.0017124747946059213,180.49868731559519,-0.10042954440212171,-0.031248439024786023,-0.001869694314642345,0.025418343326535364
0.0017463399959498401,0.03333333333333334,0.8571428571428571,0.0030078001750846184,0.0017432956091029002,180.64582257289842,-0.10715711062113886,-0.031596750106148264,-0.0019392001498559353,0.025208380902782324
0.0017767330656004862,0.03333333333333334,0.8571428571428571,0.003008601541755862,0.0017735818840225932,180.78941881574207,-0.11444336030300084,-0.031938844936524546,-0.0020087699462436603,0.0251641547927548
0.0018066182050081637,0.03333333333333334,0.8571428571428571,0.0030250890798324548,0.0018033602216016307,180.92876051290077,-0.12227588270737577,-0.032273595267160005,-0.0020781854344242845,0.025254917676058142
0.0018360198953729381,0.03333333333333334,0.8571428571428571,0.0030545087593654152,0.0018326551041403796,181.06335179680792,-0.13064432781549629,-0.032600066289329988,-0.0021472521537475586,0.025455918612969697
0.0018649607255241867,0.03333333333333334,0.8571428571428571,0.0030945937079818187,0.0018614891214217446,181.19285873551863,-0.13953979091756352,-0.032917492099601375,-0.0022157970040126429,0.025747008910006031
0.0018934615891376787,0.03333333333333334,0.8571428571428571,0.0031435984740963985,0.0018898831679512052,181.31713382031043,-0.14895673662934605,-0.033225332594478019,-0.0022836805033108476,0.02611275320192874
0.0019215418564889162,0.03333333333333334,0.8571428571428571,0.0032000505297145043,0.0019178566147289701,181.43611210002663,-0.15889013482347947,-0.033523163511336662,-0.0023507786973837597,0.026540266051295447
0.0019492195246163092,0.03333333333333334,0.8571428571428571,0.0032628018670532999,0.0019454274594286663,181.54985710062891,-0.16933723031546855,-0.033810727521172979,-0.0024169939146574393,0.027019547602364469
0.0019765113490963588,0.03333333333333334,0.8571428571428571,0.0033310496098906128,0.0019726124581853867,181.6585262979907,-0.18029879854760278,-0.034087941039752323,-0.0024822583089871841,0.027543577684220111
0.0020034329600910868,0.03333333333333334,0.8571428571428571,0.003404126119528339,0.0019994272416538534,181.76231824078232,-0.19177621201086081,-0.03435479691177612,-0.0025465167348208695,0.028106557206562854
0.0020299989648881493,0.03333333333333334,0.8571428571428571,0.0034816055684574465,0.0020258864175575265,181.86149301756777,-0.20377393520470211,-0.03461141566398318,-0.0026097378428104889,0.028704736787979357
0.0020562230387954489,0.03333333333333334,0.8571428571428571,0.0035631802196725015,0.0020520036615907932,181.95633625602076,-0.21629778634975017,-0.034857984175097556,-0.0026719033723523467,0.029335385880290943
0.0020821180059580773,0.03333333333333334,0.8571428571428571,0.0036487277669259299,0.0020777917982423249,182.04718301464607,-0.2293567718170344,-0.035094788831118606,-0.0027330155492464314,0.029997314915235052
